AU1Variation;AU11Variation;AU21Variation;AU22Variation;AU4Variation;AU51Variation;AU52Variation;AU61Variation;AU62Variation;AU91Variation;AU92Variation;AU10Variation;AU12Variation;AU151Variation;AU152Variation;AU17Variation;AU20Variation;AU23Variation;AU24Variation;AU25Variation;AU26Variation;AU27Variation;Emotion
-3.8180771955188035;-3.9159005459785767;-4.288385351817318;-4.470712993434653;-9.0;-1.0;-3.04987562112089;-1.0;-3.04987562112089;-7.540703243744574;-8.184667178289047;0.09502310972898798;3.02499609497022;-4.290787072554572;-6.146791617197671;-2.0;6.0357029044876;3.02499609497022;-1.904976890271012;8.055385138137417;4.020406038742763;4.020406038742763;1
-1.8727536494302832;-2.5672908307386564;-3.583121436966124;-3.0700490687202873;-3.977284454454761;-2.0;-0.9972640372129007;-2.0;-0.9972640372129007;-4.979587828267668;-6.597947515075688;2.9737024095595537;-5.991936008290018;1.1695816339089546;0.5342107577135948;-1.0390841342373989;0.13012778957543247;-5.991936008290018;-3.993001212067538;0.0;-0.9447181425649376;-0.9447181425649376;1
-0.6522394818719341;-1.0304363608660871;-4.398873942517483;-3.552303189913097;-5.098666775671246;-1.0;-0.9667036216270919;-1.0;-0.9667036216270919;-1.8453793605820437;-4.193538982093116;-5.990499663255731;2.9987215005708237;-2.7191636763098614;-0.3949761326024941;-1.9628748316655518;1.9908147155488294;2.9987215005708237;4.019223662515376;0.41421356237309515;0.17521006347125478;0.17521006347125478;1
-2.1999128833791985;-1.4514039714317093;0.0;-0.4987658176945544;-0.9977090492485488;1.9960899875534945;1.9889809659669453;1.9960899875534945;1.9889809659669453;-2.999820804593;-1.8355574668041186;-0.9971631205511713;8.030284022805901;-6.126863125528814;-6.898785245682149;-16.905152423508298;0.0;8.030284022805901;-15.926025645031928;-8.0;-16.920046129936523;-16.920046129936523;1
-2.4041679879667086;-3.6595931291972903;-6.842290424854156;-3.5247698732134722;-6.062110310200016;-1.0;0.0;-1.0;0.0;-4.529031957981346;-3.9008469064430784;-1.4037525215194897;0.9352924295433809;-4.594961395561604;-7.161413833095196;-12.8205275609876;8.056192230703452;0.9352924295433809;-11.052595180880893;-5.082762530298219;-5.032134688193622;-5.032134688193622;1
-5.8095244143689975;-7.060569397127743;-12.153602374797131;-9.763759833541663;-7.995479040874525;-4.0;-1.9960899875534945;-4.0;-1.9960899875534945;-11.996815294642175;-12.448458167839789;-2.017236257093817;-6.017396157374449;-2.723663731939382;0.1770260179357379;1.9910721402382165;-5.999106012778306;-6.017396157374449;4.0;13.0;-4.012668076402136;-4.012668076402136;1
-5.827030496712428;-8.680917413306197;-12.046617526141887;-8.202402273522566;-16.297477636232326;-6.917237469701781;-8.029386365926403;-6.917237469701781;-8.029386365926403;-13.519232958027658;-16.539032997425878;1.7989671293885543;-20.136831315066715;1.2610046441317024;-1.4419105401232741;-2.2304391906253187;0.703227574584659;-20.136831315066715;-4.0560763663402675;2.0;-1.5361663278004016;-1.5361663278004016;1
-2.899889336027922;-1.4196896272458126;-2.5949911069992737;-2.9368575771760064;-5.909191622502938;0.0;0.0;0.0;0.0;-7.0784916013713115;-5.530901989212836;-3.020824298928627;-10.088848193518302;-2.392515291420935;-1.3366497878269854;-8.998070953463511;2.837766669559187;-10.088848193518302;-6.047154841054592;1.0;-6.12512548800413;-6.12512548800413;1
-4.0831891575845916;-6.767238905465431;-5.033330882565345;-5.385878973415615;3.1065056475329946;-4.055385138137417;-3.8466945527984295;-4.055385138137417;-3.8466945527984295;-12.398075933324193;-14.888214269267259;-1.796715596648827;-16.892281869660835;7.269193887070671;11.961118483467672;-0.9957983053706769;3.099932375146082;-16.892281869660835;0.9782711335573246;1.0;2.0957573075500733;2.0957573075500733;3
-1.4945238496798758;1.9876463334207664;-5.835747052381663;-3.6028091823893504;-10.019992006393608;-4.876894374382339;-4.041594578792296;-4.876894374382339;-4.041594578792296;-11.423537275899108;-9.101326595749129;-3.993001212067538;-2.9996606910971906;0.17765131165378634;0.44661909401262534;0.9602232253814265;-4.93712447335264;-2.9996606910971906;4.973702409559554;6.0;-3.9954699930283653;-3.9954699930283653;3
-7.698675393267223;-7.80849682681534;-4.3452693193721;-2.8308758305217907;-6.994933173164593;-6.038404810405298;-4.97052676692682;-6.038404810405298;-4.97052676692682;-16.290396183847918;-16.741676208770286;-1.9982631399509323;-11.982481299907406;-7.930742515702271;-6.756020969730322;0.036351623268053856;2.0312423743284853;-11.982481299907406;1.998959147556974;0.0;2.0;2.0;3
-6.389153473262809;-6.262612068888529;-3.803848602472094;-4.7886140011386615;-5.986577768271314;-2.0384048104052983;-4.033296378372908;-2.0384048104052983;-4.033296378372908;-18.0614146265266;-17.536160983792627;-6.889969595123683;-5.9409378347750135;-3.473463030990601;-4.747725005154479;-2.8867260093139606;5.992495353564571;-5.9409378347750135;3.975402850198158;0.0;3.063337924431906;3.063337924431906;3
-6.912698004250604;-2.797058982529112;-6.3610132364352125;-8.723177866371998;-2.9379790442748934;-8.960151730015923;-7.0654092590875734;-8.960151730015923;-7.0654092590875734;-18.919205036482367;-16.614564774187215;-2.8762690967943882;-6.968811862759054;-3.8627084641351317;-3.689775063152709;-6.818059939573942;-1.0373846850792887;-6.968811862759054;-3.9373638491249103;2.0;-7.931369573834942;-7.931369573834942;3
-7.85029887932928;-2.797058982529112;-2.127263861027302;-1.8593787688785142;-3.711330220109332;-8.751109652600881;-4.98672034877691;-8.751109652600881;-4.98672034877691;-13.232362174480784;-10.790391711517799;-2.7297069317692007;2.135172777448517;-6.700924350458784;-3.6108412867173456;-0.9856210150274052;2.7107155116810446;2.135172777448517;1.8352183417030972;-0.8284271247461903;1.7714271905181107;1.7714271905181107;3
